1,5,4,4,1
2,3,5,3,3
1,2,5,5,2
2,5,3,3,5
1,3,2,6,3
2,1,5,5,5
1,5,2,7,4
2,2,2,6,6
1,2,3,8,5
2,2,4,6,8
1,2,6,9,6
2,4,2,7,9
1,4,1,9,8
2,2,7,8,10
1,1,7,10,9
2,0,7,9,11
1,1,3,13,8
2,1,4,11,11
1,1,2,14,9
2,0,1,13,11
1,1,1,15,10
2,2,1,13,13
1,1,6,18,9
2,0,2,16,12
1,0,3,19,10
2,0,4,16,14
1,2,0,19,12
2,3,1,17,15
1,0,0,20,13
2,3,6,15,19
1,1,0,18,17
2,0,5,16,20
1,4,0,18,19
2,3,0,15,23
1,4,5,17,22
2,6,3,11,29
1,4,6,14,27
2,3,7,12,30
1,7,3,17,26
2,5,5,15,29
1,5,6,19,26
2,6,4,13,33
1,5,0,16,31
2,5,1,15,33
1,6,0,18,31
2,5,7,17,33
1,6,1,19,32
2,6,2,14,38
1,7,5,19,34
2,7,0,15,39
1,6,7,17,38
2,6,5,16,40
1,7,1,19,38
2,7,2,16,42
1,4,7,19,40
2,6,6,17,43
1,7,7,21,40
2,7,4,20,42
1,0,6,33,30
2,7,6,32,32
