1,5,4,4,1
2,3,5,3,3
1,2,3,5,2
2,1,2,4,4
1,2,6,6,3
2,3,2,5,5
1,2,2,7,4
2,2,1,6,6
1,1,0,9,4
2,2,0,8,6
1,2,4,10,5
2,0,0,9,7
1,0,1,12,5
2,0,2,10,8
1,1,1,12,7
2,2,5,9,11
1,1,3,13,8
2,4,5,9,13
1,1,4,11,12
2,0,4,8,16
1,3,6,12,13
2,4,2,10,16
1,0,5,12,15
2,4,6,8,20
1,5,3,13,16
2,2,7,11,19
1,3,7,13,18
2,4,7,11,21
1,1,6,13,20
2,0,6,11,23
1,5,7,13,22
2,1,5,10,26
1,1,7,21,16
2,0,3,19,19
1,5,5,21,18
2,5,6,17,23
1,3,1,22,19
2,4,1,15,27
1,6,6,19,24
2,6,3,17,27
1,5,1,19,26
2,0,7,18,28
1,4,0,21,26
2,6,7,15,33
1,5,2,18,31
2,6,4,12,38
1,6,5,15,36
2,5,0,12,40
1,7,3,17,36
2,7,4,14,40
1,6,1,16,39
2,6,2,14,42
1,6,0,18,39
2,7,0,17,41
1,7,1,22,37
2,7,2,19,41
1,7,6,22,39
2,7,5,17,45
1,3,0,20,43
2,7,7,19,45
