1,2,3,4,1
2,2,2,3,3
1,2,1,5,2
2,1,1,4,4
1,4,5,6,3
2,1,3,5,5
1,0,0,9,2
2,2,0,7,5
1,3,1,9,4
2,0,2,8,6
1,1,2,10,5
2,2,4,9,7
1,1,5,11,6
2,0,1,10,8
1,0,4,13,6
2,0,3,12,8
2,0,5,11,10
1,0,6,17,5
2,2,5,16,7
1,3,5,20,4
2,1,4,19,6
1,3,2,22,4
2,4,2,19,8
1,3,0,22,6
2,4,0,20,9
1,5,2,22,8
2,5,3,18,13
1,5,4,21,11
2,4,6,16,17
1,5,7,21,13
2,1,6,16,19
1,2,6,20,16
2,1,7,16,21
1,5,5,23,15
2,1,0,20,19
1,4,1,29,11
2,6,2,22,19
1,7,2,29,13
2,5,1,25,18
1,6,0,31,13
2,5,6,28,17
1,6,1,30,16
2,3,6,29,18
1,2,7,32,16
2,0,7,30,19
1,6,4,35,15
2,6,3,28,23
1,3,7,33,19
2,4,7,29,24
1,6,5,32,22
2,6,6,28,27
1,7,3,31,25
2,7,1,27,30
1,7,7,32,26
2,6,7,30,29
1,7,0,34,26
2,7,4,32,29
1,5,0,41,21
1,7,6,47,16
2,7,5,44,20
