1,2,3,4,1
2,4,2,3,3
1,5,1,5,2
2,1,3,3,5
1,1,2,5,4
2,4,1,4,6
1,0,3,6,5
2,6,0,5,7
1,3,2,7,6
2,2,2,5,9
1,3,1,9,6
2,2,4,7,9
1,3,5,11,6
2,2,5,10,8
1,5,3,14,5
2,5,2,13,7
1,5,0,17,4
2,3,6,16,6
1,2,6,19,4
2,3,0,16,8
1,2,0,18,7
2,6,3,15,11
1,4,0,18,9
2,1,7,15,13
1,4,5,20,9
2,5,4,18,12
1,5,5,23,8
2,4,6,21,11
1,2,7,25,8
2,1,5,24,10
1,0,4,26,9
2,6,6,25,11
1,5,6,28,9
2,1,6,22,16
1,3,7,26,13
2,0,2,23,17
1,2,1,28,13
2,6,2,22,20
1,0,1,25,18
2,5,7,23,21
1,1,4,29,16
2,4,7,27,19
1,7,2,34,13
2,6,5,32,16
1,7,6,37,12
2,7,4,35,15
1,6,4,39,12
2,0,5,37,15
1,0,6,41,12
2,7,1,38,16
1,7,0,41,14
2,7,3,37,19
1,7,5,42,15
2,1,1,36,22
1,0,0,42,17
2,1,0,41,19
1,0,7,44,17
2,6,1,40,22
1,6,7,48,15
2,7,7,43,21
