1,2,3,4,1
2,2,2,3,3
1,2,1,5,2
2,1,3,4,4
1,0,3,8,1
2,1,1,6,4
1,0,1,8,3
2,2,0,7,5
1,3,1,10,3
2,0,0,8,6
1,3,2,10,5
2,0,2,9,7
1,1,2,11,6
2,4,5,8,10
1,1,0,11,8
2,5,3,9,11
1,3,5,12,9
2,2,4,10,12
1,5,5,13,10
2,3,6,12,12
1,1,4,17,8
2,2,5,12,14
1,1,5,16,11
2,4,6,11,17
1,3,7,16,13
2,2,6,14,16
1,4,2,18,13
2,0,5,16,16
1,0,4,23,10
2,1,7,22,12
1,1,6,25,10
2,5,6,23,13
1,3,0,26,11
2,5,7,25,13
1,4,7,28,11
2,0,6,24,16
1,0,7,28,13
2,6,5,26,16
1,2,7,29,14
2,5,2,24,20
1,4,1,29,16
2,5,4,28,18
1,6,2,33,14
2,4,0,25,23
1,6,3,29,20
2,7,4,27,23
1,6,4,31,20
2,6,6,30,22
1,6,7,35,18
2,7,2,34,20
1,5,1,39,16
2,7,7,38,18
1,6,1,40,17
2,5,0,35,23
1,6,0,38,21
2,7,0,36,24
1,7,1,38,23
2,7,6,37,25
1,7,5,41,22
2,7,3,38,26
