1,3,2,4,1
2,2,2,3,3
1,4,5,5,2
2,3,1,4,4
1,2,1,6,3
2,1,1,5,5
1,2,3,7,4
2,3,5,4,8
1,1,0,7,6
2,1,2,6,8
1,2,6,8,7
2,2,0,7,9
1,0,1,11,6
2,3,6,9,9
1,2,7,11,8
2,0,0,10,10
1,3,0,13,8
2,0,2,11,11
1,2,5,14,9
2,3,7,11,13
1,4,6,13,12
2,1,5,11,15
1,1,6,15,12
2,1,7,12,16
1,0,5,14,15
2,4,0,12,18
1,2,4,14,17
2,5,2,11,21
1,4,2,14,19
2,5,4,8,26
1,6,2,10,25
2,1,3,8,28
1,0,7,13,24
2,1,4,8,30
1,4,7,12,27
2,4,1,10,30
1,5,3,12,29
2,5,1,10,32
1,6,4,12,31
2,5,5,10,34
1,6,1,16,29
2,7,1,14,32
1,0,4,19,28
2,0,6,15,33
1,7,0,17,32
2,0,3,13,37
1,5,0,15,36
2,6,0,12,40
1,7,2,15,38
2,6,3,13,41
1,5,6,15,40
2,5,7,12,44
1,6,5,16,41
2,6,6,12,46
1,7,4,16,43
2,6,7,13,47
1,7,3,16,45
2,7,5,13,49
1,7,7,16,47
1,7,6,19,45
