1,2,3,4,1
2,2,4,3,3
1,1,5,5,2
2,1,2,4,4
1,1,3,6,3
2,3,2,5,5
1,0,1,7,4
2,0,3,5,7
1,0,2,7,6
2,0,6,5,9
1,0,4,7,8
2,5,2,6,10
1,4,5,9,8
2,2,5,8,10
1,2,6,12,7
2,5,6,11,9
1,5,4,14,7
2,5,5,13,9
1,2,1,16,7
2,1,4,14,10
1,3,5,18,7
2,6,4,17,9
1,4,6,20,7
2,1,6,16,12
1,0,5,20,9
2,0,0,15,15
1,0,7,17,14
2,2,7,16,16
1,1,7,18,15
2,1,0,16,18
1,3,0,18,17
2,5,7,14,22
1,3,6,17,20
2,3,7,11,27
1,4,7,16,23
2,2,2,14,26
1,1,1,19,22
2,2,0,16,26
1,3,1,19,24
2,4,1,17,27
1,4,2,20,25
2,5,3,16,30
1,4,0,22,25
2,5,1,19,29
1,6,2,24,25
2,6,1,21,29
1,5,0,25,26
2,7,1,22,30
1,6,3,28,25
2,6,0,22,32
1,6,5,26,29
2,7,4,21,35
1,7,2,27,30
2,7,5,24,34
1,6,6,30,29
2,6,7,24,36
1,7,6,28,33
2,7,3,27,35
1,7,0,34,29
2,7,7,29,35
