1,5,4,4,1
2,3,5,3,3
1,2,6,5,2
2,3,6,4,4
1,4,6,6,3
2,3,7,5,5
1,2,4,8,3
2,1,5,6,6
1,3,2,8,5
2,3,1,4,10
1,1,4,7,8
2,1,3,5,11
1,3,0,9,8
2,4,2,8,10
1,0,2,12,7
2,4,5,10,10
1,4,1,15,6
2,5,3,12,10
1,5,2,15,8
2,4,0,12,12
1,5,1,16,9
2,2,2,14,12
1,2,3,17,10
2,2,5,15,13
1,0,5,21,8
2,0,3,19,11
1,2,7,24,7
2,4,7,20,12
1,5,7,24,9
2,1,2,21,13
1,2,1,25,10
2,5,0,22,14
1,0,4,26,11
2,5,5,22,16
1,6,3,29,10
2,0,6,25,15
1,0,7,27,14
2,2,0,23,19
1,6,0,29,14
2,7,0,28,16
1,0,1,32,13
2,1,7,30,16
1,6,5,32,15
2,5,6,25,23
1,6,4,31,18
2,6,7,27,23
1,7,7,34,17
2,7,2,31,21
1,7,4,34,19
2,6,2,30,24
1,7,1,36,19
2,7,5,32,24
1,7,3,36,21
2,6,1,33,25
1,7,6,37,22
2,6,6,33,27
1,1,0,36,25
2,0,0,35,27
1,1,1,41,22
2,1,6,35,29
